onset	duration	trial_type	value	sample
0.039	0.0595	ripple_AL2-3	38	78
0.523	0.0365	ripple_PL1-2	51	1046
0.7475	0.041	ripple_AL2-3	38	1495
0.8115	0.0735	ripple_PL1-2	51	1623
0.9655	0.071	ripple_PR1-2	54	1931
1.2165	0.057	ripple_AR2-3	41	2433
1.232	0.0315	ripple_AR1-2	40	2464
1.4005	0.022	fr_PR1-2	22	2801
2.0285	0.0785	ripple_AL1-2	37	4057
2.2565	0.0105	fr_PL1-2	19	4513
2.844	0.052	ripple_PL2-3	52	5688
2.9395	0.058	ripple_PR1-2	54	5879
3.051	0.0745	ripple_PR1-2	54	6102
3.1795	0.041	ripple_PR1-2	54	6359
3.248	0.0425	ripple_PL1-2	51	6496
3.263	0.0495	ripple_PR1-2	54	6526
3.3295	0.0785	ripple_PL2-3	52	6659
3.332	0.0585	ripple_PL1-2	51	6664
3.4615	0.043	ripple_AR2-3	41	6923
3.4615	0.067	ripple_AR1-2	40	6923
3.637	0.011	fr_ER3-4	12	7274
3.6585	0.06	ripple_AL1-2	37	7317
3.666	0.039	ripple_AL2-3	38	7332
3.6945	0.0375	ripple_PR1-2	54	7389
3.739	0.042	ripple_AL1-2	37	7478
3.781	0.04	ripple_AL2-3	38	7562
3.8585	0.0465	ripple_AL1-2	37	7717
3.898	0.0135	fr_EL1-2	7	7796
3.917	0.036	ripple_ER1-2	46	7834
3.9665	0.041	ripple_AL2-3	38	7933
4.0135	0.0445	ripple_PL2-3	52	8027
4.171	0.0515	ripple_PL2-3	52	8342
4.3645	0.011	fr_HR3-4	18	8729
4.403	0.065	ripple_PL1-2	51	8806
4.418	0.1775	ripple_PL2-3	52	8836
4.773	0.048	ripple_PR1-2	54	9546
4.841	0.0175	fr_HL3-4	15	9682
5.145	0.0735	ripple_PR1-2	54	10290
5.168	0.0675	ripple_PL2-3	52	10336
5.2385	0.052	ripple_AL2-3	38	10477
5.4185	0.042	ripple_PL2-3	52	10837
5.486	0.1795	ripple_AL1-2	37	10972
5.4995	0.042	ripple_AL3-4	39	10999
5.5775	0.0525	ripple_AL2-3	38	11155
5.623	0.0635	ripple_PR1-2	54	11246
5.812	0.1235	ripple_PR1-2	54	11624
5.8925	0.061	ripple_PL1-2	51	11785
5.9215	0.0385	ripple_PL2-3	52	11843
6.1725	0.016	fr_HR1-2	16	12345
6.2805	0.0815	ripple_PL2-3	52	12561
6.438	0.045	ripple_AL2-3	38	12876
6.5845	0.0525	ripple_PR1-2	54	13169
6.659	0.0355	ripple_AL2-3	38	13318
6.739	0.0445	ripple_PR1-2	54	13478
6.9785	0.0795	ripple_AL1-2	37	13957
7.1665	0.0365	ripple_PR1-2	54	14333
7.236	0.0395	ripple_AL1-2	37	14472
7.6305	0.0445	ripple_AL1-2	37	15261
8.1945	0.045	ripple_AR2-3	41	16389
8.2005	0.0405	ripple_AR1-2	40	16401
8.4385	0.0425	ripple_AL2-3	38	16877
8.486	0.0425	ripple_PL1-2	51	16972
8.582	0.0555	ripple_AL1-2	37	17164
8.6	0.034	ripple_PL2-3	52	17200
8.696	0.042	ripple_PL2-3	52	17392
8.7945	0.0605	ripple_ER1-2	46	17589
9.0325	0.04	ripple_PL1-2	51	18065
9.034	0.036	ripple_PL2-3	52	18068
9.051	0.0455	ripple_AL1-2	37	18102
9.076	0.056	ripple_PR1-2	54	18152
9.2085	0.123	ripple_ER2-3	47	18417
9.222	0.092	ripple_AR1-2	40	18444
9.2355	0.0575	ripple_AR2-3	41	18471
9.2935	0.0405	ripple_ER1-2	46	18587
9.494	0.039	ripple_PL1-2	51	18988
9.63	0.195	ripple_AL2-3	38	19260
9.664	0.084	ripple_AL1-2	37	19328
9.6975	0.0125	fr_AL3-4	3	19395
9.8895	0.011	fr_HR2-3	17	19779
9.927	0.032	ripple_PR1-2	54	19854
10.17	0.035	ripple_AL1-2	37	20340
10.293	0.1475	ripple_ER1-2	46	20586
10.363	0.011	fr_EL1-2	7	20726
10.377	0.141	ripple_AL1-2	37	20754
10.3835	0.087	ripple_AL2-3	38	20767
10.687	0.0795	ripple_PR1-2	54	21374
10.692	0.1055	ripple_AR2-3	41	21384
10.692	0.1055	fr_AR2-3	5	21384
10.692	0.1055	frandr_AR2-3	28	21384
10.697	0.084	ripple_AR1-2	40	21394
10.9705	0.0455	ripple_PL1-2	51	21941
11.037	0.0135	fr_HR3-4	18	22074
11.0495	0.086	ripple_PR1-2	54	22099
11.192	0.0435	ripple_PR1-2	54	22384
11.2475	0.0385	ripple_PL2-3	52	22495
11.2475	0.046	ripple_AL1-2	37	22495
11.301	0.066	ripple_PR1-2	54	22602
11.3225	0.0135	fr_HL3-4	15	22645
11.51	0.0165	fr_PL3-4	21	23020
11.51	0.044	ripple_PL1-2	51	23020
11.521	0.0385	ripple_PL2-3	52	23042
11.61	0.05	ripple_AL1-2	37	23220
11.7115	0.0375	ripple_AL2-3	38	23423
12.057	0.0725	ripple_PL1-2	51	24114
12.059	0.0355	ripple_AL1-2	37	24118
12.0595	0.0635	ripple_PL2-3	52	24119
12.1345	0.011	fr_PR2-3	23	24269
12.2125	0.064	ripple_AR2-3	41	24425
12.2135	0.049	ripple_AR1-2	40	24427
12.2495	0.087	ripple_PR1-2	54	24499
12.34	0.045	ripple_AL1-2	37	24680
12.439	0.0635	ripple_PL2-3	52	24878
12.517	0.054	ripple_ER1-2	46	25034
12.561	0.05	ripple_PL2-3	52	25122
12.6225	0.101	ripple_PL1-2	51	25245
12.863	0.041	ripple_PR1-2	54	25726
12.868	0.048	ripple_AL2-3	38	25736
12.9825	0.072	ripple_PL2-3	52	25965
12.9965	0.077	ripple_AL1-2	37	25993
13.1045	0.0125	fr_HL2-3	14	26209
13.159	0.0475	ripple_AL1-2	37	26318
13.277	0.0865	ripple_PL2-3	52	26554
13.3065	0.078	ripple_AL1-2	37	26613
14.0215	0.047	ripple_PR1-2	54	28043
14.0545	0.063	ripple_PL1-2	51	28109
14.2295	0.0385	ripple_PL2-3	52	28459
14.2305	0.0955	ripple_PL1-2	51	28461
14.5165	0.0415	ripple_PR1-2	54	29033
14.7245	0.0475	ripple_PR1-2	54	29449
14.899	0.039	ripple_PL2-3	52	29798
14.98	0.073	ripple_PR1-2	54	29960
15.259	0.1405	ripple_AL1-2	37	30518
15.2655	0.0385	ripple_ER3-4	48	30531
15.27	0.0615	ripple_AR3-4	42	30540
15.27	0.0615	fr_AR3-4	6	30540
15.27	0.0615	frandr_AR3-4	29	30540
15.279	0.1635	ripple_AL2-3	38	30558
15.2855	0.0385	ripple_HR1-2	49	30571
15.3195	0.0325	fr_AR2-3	5	30639
15.361	0.065	fr_PR1-2	22	30722
15.387	0.0505	ripple_PR2-3	55	30774
15.578	0.1545	ripple_ER1-2	46	31156
15.578	0.1545	fr_ER1-2	10	31156
15.578	0.1545	frandr_ER1-2	31	31156
15.6185	0.072	ripple_ER3-4	48	31237
15.6515	0.0745	ripple_AR2-3	41	31303
15.6515	0.0745	fr_AR2-3	5	31303
15.6515	0.0745	frandr_AR2-3	28	31303
15.659	0.0545	fr_AR1-2	4	31318
15.6615	0.0135	fr_ER2-3	11	31323
15.6685	0.021	fr_PR1-2	22	31337
15.67	0.0185	fr_AR3-4	6	31340
15.764	0.063	ripple_EL1-2	43	31528
15.8585	0.0475	ripple_EL3-4	45	31717
16.0235	0.075	ripple_PL2-3	52	32047
16.134	0.0525	ripple_PL2-3	52	32268
16.19	0.0345	ripple_PL3-4	53	32380
16.476	0.038	ripple_PR1-2	54	32952
16.546	0.047	ripple_PR1-2	54	33092
16.838	0.035	fr_PR1-2	22	33676
17.3075	0.071	ripple_AL2-3	38	34615
17.317	0.1215	ripple_PR1-2	54	34634
18.235	0.01	fr_AR3-4	6	36470
18.348	0.036	ripple_AL1-2	37	36696
18.387	0.0685	ripple_AL2-3	38	36774
18.395	0.0695	ripple_PR1-2	54	36790
18.54	0.0895	ripple_PR1-2	54	37080
18.5975	0.0425	ripple_PL2-3	52	37195
18.853	0.042	ripple_PR1-2	54	37706
18.987	0.1105	ripple_PL1-2	51	37974
19.0735	0.0305	ripple_AL1-2	37	38147
19.075	0.041	ripple_PL2-3	52	38150
19.096	0.0505	ripple_PR1-2	54	38192
19.1485	0.0105	fr_HR3-4	18	38297
19.1705	0.0745	ripple_PR1-2	54	38341
19.5045	0.014	fr_HL2-3	14	39009
19.51	0.0125	fr_PL2-3	20	39020
19.725	0.032	ripple_PL2-3	52	39450
19.9705	0.122	ripple_PR1-2	54	39941
20.013	0.054	ripple_AR3-4	42	40026
20.017	0.0425	ripple_PR2-3	55	40034
20.1	0.0585	ripple_AL2-3	38	40200
20.1205	0.039	ripple_AL1-2	37	40241
20.1315	0.125	ripple_ER2-3	47	40263
20.3195	0.054	ripple_AL2-3	38	40639
20.324	0.078	ripple_AR2-3	41	40648
20.3665	0.091	ripple_PR1-2	54	40733
20.396	0.036	ripple_AL1-2	37	40792
20.5425	0.05	ripple_AL2-3	38	41085
20.779	0.045	ripple_PL1-2	51	41558
20.7835	0.0455	ripple_PL2-3	52	41567
21.0765	0.024	fr_PR1-2	22	42153
21.09	0.0505	ripple_AL2-3	38	42180
21.4255	0.0595	ripple_PR1-2	54	42851
21.5425	0.0385	ripple_PR1-2	54	43085
21.6555	0.0215	fr_PR1-2	22	43311
21.715	0.0775	ripple_PL2-3	52	43430
22.2195	0.0905	ripple_ER1-2	46	44439
22.2195	0.0905	fr_ER1-2	10	44439
22.2195	0.0905	frandr_ER1-2	31	44439
22.724	0.0225	fr_PR1-2	22	45448
23.1525	0.0425	ripple_PR1-2	54	46305
23.377	0.0575	ripple_AL1-2	37	46754
23.623	0.0545	ripple_PL1-2	51	47246
23.6335	0.0405	ripple_AR2-3	41	47267
23.6455	0.118	ripple_PR1-2	54	47291
23.661	0.034	ripple_AR1-2	40	47322
23.6845	0.0835	ripple_PL2-3	52	47369
23.73	0.1215	ripple_AL2-3	38	47460
23.763	0.035	ripple_AL1-2	37	47526
23.8925	0.0375	ripple_PR1-2	54	47785
23.896	0.039	ripple_PL2-3	52	47792
24.169	0.151	ripple_PL2-3	52	48338
24.497	0.12	ripple_PR1-2	54	48994
24.5095	0.0405	ripple_PR2-3	55	49019
24.522	0.085	ripple_AR1-2	40	49044
24.5295	0.044	ripple_AL1-2	37	49059
24.542	0.036	ripple_PL1-2	51	49084
24.542	0.0435	ripple_PL2-3	52	49084
24.676	0.0165	fr_AR2-3	5	49352
24.822	0.052	ripple_PR1-2	54	49644
25.3885	0.0425	ripple_PR1-2	54	50777
26.2785	0.0385	ripple_AL1-2	37	52557
26.3985	0.068	ripple_PR1-2	54	52797
26.4095	0.065	ripple_AR1-2	40	52819
26.43	0.045	ripple_AR2-3	41	52860
26.659	0.069	ripple_ER1-2	46	53318
26.686	0.035	ripple_ER2-3	47	53372
26.7845	0.045	ripple_ER1-2	46	53569
26.8825	0.1875	ripple_ER2-3	47	53765
26.9075	0.135	ripple_ER1-2	46	53815
26.9075	0.135	fr_ER1-2	10	53815
26.9075	0.135	frandr_ER1-2	31	53815
26.924	0.0865	ripple_AR1-2	40	53848
26.924	0.0865	fr_AR1-2	4	53848
26.924	0.0865	frandr_AR1-2	27	53848
26.941	0.0595	ripple_AR2-3	41	53882
26.941	0.0595	fr_AR2-3	5	53882
26.941	0.0595	frandr_AR2-3	28	53882
26.9995	0.034	ripple_PR1-2	54	53999
27.1345	0.127	ripple_AL1-2	37	54269
27.1395	0.1535	ripple_AL2-3	38	54279
27.1915	0.039	ripple_PL1-2	51	54383
27.4435	0.0505	ripple_AL1-2	37	54887
27.7165	0.0575	ripple_AL1-2	37	55433
27.8715	0.046	ripple_PL2-3	52	55743
27.899	0.039	ripple_AL1-2	37	55798
27.9455	0.012	fr_PL2-3	20	55891
27.966	0.0745	ripple_PL2-3	52	55932
28.0405	0.01	fr_ER3-4	12	56081
28.0695	0.0155	fr_HL2-3	14	56139
28.4245	0.0805	ripple_PR1-2	54	56849
28.4245	0.0805	fr_PR1-2	22	56849
28.4245	0.0805	frandr_PR1-2	35	56849
28.433	0.0695	ripple_AR3-4	42	56866
28.447	0.0545	ripple_AR2-3	41	56894
28.457	0.0385	fr_AR1-2	4	56914
28.464	0.0265	fr_PR2-3	23	56928
28.724	0.0445	ripple_AL2-3	38	57448
28.7745	0.0385	ripple_PL1-2	51	57549
29.399	0.0475	ripple_PL2-3	52	58798
29.6285	0.048	ripple_PR1-2	54	59257
29.688	0.176	ripple_AR1-2	40	59376
29.688	0.176	fr_AR1-2	4	59376
29.688	0.176	frandr_AR1-2	27	59376
29.7375	0.0555	ripple_PR1-2	54	59475
29.739	0.0665	ripple_PL2-3	52	59478
29.744	0.0615	ripple_PR2-3	55	59488
29.752	0.0275	ripple_AR3-4	42	59504
29.909	0.0825	ripple_ER2-3	47	59818
29.91	0.342	ripple_ER1-2	46	59820
30.134	0.12	ripple_ER2-3	47	60268
30.1765	0.1235	ripple_AL2-3	38	60353
30.1855	0.049	ripple_PL2-3	52	60371
30.1925	0.1085	ripple_AL1-2	37	60385
30.2615	0.0355	ripple_PR1-2	54	60523
30.277	0.17	ripple_PL2-3	52	60554
30.277	0.17	fr_PL2-3	20	60554
30.277	0.17	frandr_PL2-3	34	60554
30.2815	0.034	ripple_PL1-2	51	60563
30.2815	0.034	fr_PL1-2	19	60563
30.2815	0.034	frandr_PL1-2	33	60563
30.2995	0.055	ripple_ER1-2	46	60599
30.301	0.0575	ripple_ER2-3	47	60602
30.543	0.0665	ripple_AR2-3	41	61086
30.5435	0.0925	ripple_AR1-2	40	61087
30.575	0.0335	ripple_PL2-3	52	61150
30.5795	0.0375	ripple_AR3-4	42	61159
30.5825	0.044	ripple_ER1-2	46	61165
30.584	0.0755	ripple_PR1-2	54	61168
30.584	0.0755	fr_PR1-2	22	61168
30.584	0.0755	frandr_PR1-2	35	61168
30.6275	0.045	ripple_PR2-3	55	61255
